last_name,first_name,Team,26,Average,27,Average,28,Average,29,Average,30,Average,31,Average,32,Average,33,Average,34,Average,35,Average,36,Average,37,Average,38,Average,Price,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
Lewis, Harry,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Smallbone, William,SOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Davies, Ben,TOT,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£5.3,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038
Vertonghen, Jan,TOT,3.1,3.1,2.4,2.8,2.6,2.7,1.9,2.5,3.3,2.7,3.7,2.8,2.2,2.7,3.5,2.8,2.1,2.8,2.4,2.7,2.9,2.7,2.7,2.7,2.5,2.7,£5.2,0.596,0.538,0.519,0.481,0.519,0.538,0.519,0.538,0.538,0.519,0.519,0.519,0.519
Alderweireld, Toby,TOT,2.5,2.5,1.9,2.2,2.1,2.2,1.4,2.0,2.7,2.1,3.0,2.3,1.8,2.2,2.9,2.3,1.7,2.2,1.9,2.2,2.3,2.2,2.2,2.2,2.0,2.2,£5.3,0.472,0.415,0.415,0.377,0.396,0.434,0.415,0.434,0.415,0.415,0.415,0.415,0.415
Sánchez, Davinson,TOT,1.7,1.7,1.2,1.4,1.3,1.4,1.0,1.3,1.8,1.4,2.1,1.5,1.1,1.5,1.9,1.5,1.0,1.5,1.2,1.4,1.5,1.4,1.4,1.4,1.2,1.4,£5.3,0.321,0.264,0.264,0.245,0.264,0.283,0.283,0.283,0.283,0.264,0.264,0.264,0.264
Trippier, Kieran,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Foyth, Juan,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.021,0.021
Aurier, Serge,TOT,4.1,4.1,3.4,3.8,3.7,3.7,2.7,3.5,4.5,3.7,5.0,3.9,3.2,3.8,4.7,3.9,3.0,3.8,3.4,3.8,4.0,3.8,3.8,3.8,3.5,3.8,£5.0,0.820,0.760,0.740,0.700,0.740,0.780,0.760,0.780,0.760,0.760,0.760,0.760,0.760
Kane, Harry,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.7,7.0,1.4,5.9,1.9,6.8,2.4,4.6,2.6,6.1,2.9,6.0,3.2,£10.8,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.130,0.176,0.222,0.241,0.269,0.296
Janssen, Vincent,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Lloris, Hugo,TOT,1.4,1.4,1.0,1.2,1.1,1.2,0.8,1.1,1.5,1.2,1.7,1.2,0.9,1.2,1.6,1.2,0.8,1.2,1.0,1.2,1.2,1.2,1.1,1.2,1.0,1.2,£5.3,0.264,0.226,0.226,0.208,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226,0.226
Gazzaniga, Paulo,TOT,3.9,3.9,3.1,3.5,3.4,3.5,2.4,3.2,4.2,3.4,4.6,3.6,2.9,3.5,4.4,3.6,2.8,3.5,3.1,3.5,3.6,3.5,3.5,3.5,3.2,3.5,£4.4,0.886,0.795,0.795,0.727,0.773,0.818,0.795,0.818,0.795,0.795,0.795,0.795,0.795
Son, Heung-Min,TOT,5.1,5.1,5.5,5.3,7.7,6.1,6.5,6.2,8.0,6.6,7.1,6.6,7.3,6.7,7.9,6.9,6.6,6.9,7.7,6.9,6.3,6.9,6.3,6.8,6.1,6.8,£10.0,0.510,0.530,0.610,0.620,0.660,0.660,0.670,0.690,0.690,0.690,0.690,0.680,0.680
Eriksen, Christian,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£8.6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Alli, Bamidele,TOT,4.3,4.3,4.7,4.5,6.6,5.2,5.6,5.3,6.9,5.6,6.1,5.7,6.6,5.8,6.8,6.0,5.6,5.9,6.7,6.0,5.4,5.9,5.4,5.9,5.2,5.8,£8.4,0.512,0.536,0.619,0.631,0.667,0.679,0.690,0.714,0.702,0.714,0.702,0.702,0.690
Lucas Moura,,TOT,1.7,1.7,1.9,1.8,3.0,2.2,2.4,2.2,3.2,2.4,2.7,2.5,3.2,2.6,3.1,2.6,2.4,2.6,3.1,2.7,2.3,2.6,2.3,2.6,2.2,2.6,£7.1,0.239,0.254,0.310,0.310,0.338,0.352,0.366,0.366,0.366,0.380,0.366,0.366,0.366
Lamela, Erik,TOT,0.0,0.0,0.8,0.4,1.2,0.7,0.9,0.7,1.3,0.8,1.1,0.9,1.3,0.9,1.3,1.0,0.9,1.0,1.2,1.0,0.9,1.0,0.9,1.0,0.8,1.0,£5.7,0.000,0.070,0.123,0.123,0.140,0.158,0.158,0.175,0.175,0.175,0.175,0.175,0.175
Winks, Harry,TOT,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.9,0.8,0.7,0.8,0.9,0.8,0.9,0.8,0.7,0.8,0.8,0.8,0.7,0.8,0.7,0.8,0.7,0.8,£5.2,0.135,0.135,0.135,0.135,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154
Wanyama, Victor,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Sissoko, Moussa,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.3,1.8,0.5,2.3,0.6,1.7,0.7,1.7,0.8,1.6,0.9,£4.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.104,0.125,0.146,0.167,0.188
Dier, Eric,TOT,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,£4.8,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083
Amos, Luke,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Skipp, Oliver,TOT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.3,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
Ndombele, Tanguy,TOT,0.8,0.8,0.8,0.8,1.1,0.9,0.8,0.9,1.2,0.9,1.0,1.0,1.2,1.0,1.2,1.0,0.9,1.0,1.1,1.0,0.8,1.0,0.8,1.0,0.8,1.0,£5.8,0.138,0.138,0.155,0.155,0.155,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172
Parrott, Troy,TOT,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.6,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,£4.3,0.116,0.116,0.116,0.116,0.116,0.140,0.116,0.140,0.116,0.116,0.116,0.116,0.116
Lo Celso, Giovani,TOT,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,£7.3,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068
Sessegnon, Ryan,TOT,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£5.4,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037
Nkoudou, Georges-Kévin,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£5.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Whiteman, Alfie,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Vorm, Michel,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Austin, Brandon,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Tanganga, Japhet,TOT,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,£4.1,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073
Fernandes,,TOT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.9,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
Bergwijn, Steven,TOT,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£7.5,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
Holebas, José,WAT,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,£4.6,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065
Kabasele, Christian,WAT,2.6,2.6,2.3,2.4,3.1,2.7,2.8,2.7,3.0,2.8,2.1,2.6,2.5,2.6,2.8,2.6,3.6,2.8,4.2,2.9,3.4,2.9,2.8,2.9,2.1,2.9,£4.3,0.605,0.558,0.628,0.628,0.651,0.605,0.605,0.605,0.651,0.674,0.674,0.674,0.674
Masina, Adam,WAT,0.8,0.8,0.8,0.8,1.0,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.8,0.9,0.9,0.9,1.2,0.9,1.5,1.0,1.1,1.0,0.9,1.0,0.8,1.0,£4.3,0.186,0.186,0.209,0.209,0.209,0.209,0.209,0.209,0.209,0.233,0.233,0.233,0.233
Mariappa, Adrian,WAT,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,£4.2,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119
Kiko Femenía,,WAT,0.0,0.0,0.8,0.4,1.2,0.7,1.1,0.8,1.1,0.8,0.8,0.8,0.9,0.8,1.1,0.9,1.5,0.9,1.8,1.0,1.4,1.1,1.1,1.1,0.8,1.0,£4.2,0.000,0.095,0.167,0.190,0.190,0.190,0.190,0.214,0.214,0.238,0.262,0.262,0.238
Cathcart, Craig,WAT,2.2,2.2,2.0,2.1,2.7,2.3,2.4,2.3,2.5,2.4,1.8,2.3,2.1,2.2,2.4,2.3,3.1,2.4,3.7,2.5,2.9,2.5,2.4,2.5,1.7,2.5,£4.4,0.500,0.477,0.523,0.523,0.545,0.523,0.500,0.523,0.545,0.568,0.568,0.568,0.568
Janmaat, Daryl,WAT,0.0,0.0,0.7,0.4,0.9,0.5,0.8,0.6,0.9,0.7,0.7,0.7,0.7,0.7,0.8,0.7,1.1,0.7,1.4,0.8,1.0,0.8,0.8,0.8,0.7,0.8,£4.0,0.000,0.100,0.125,0.150,0.175,0.175,0.175,0.175,0.175,0.200,0.200,0.200,0.200
Navarro, Marc,WAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Prödl, Sebastian,WAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Deeney, Troy,WAT,3.5,3.5,3.5,3.5,3.3,3.4,3.8,3.5,3.6,3.5,3.4,3.5,4.4,3.6,3.7,3.6,5.2,3.8,3.9,3.8,3.7,3.8,4.5,3.9,3.4,3.8,£6.3,0.556,0.556,0.540,0.556,0.556,0.556,0.571,0.571,0.603,0.603,0.603,0.619,0.603
Deulofeu, Gerard,WAT,3.0,3.0,2.9,3.0,2.8,2.9,3.2,3.0,3.0,3.0,2.9,3.0,3.8,3.1,3.1,3.1,4.5,3.2,3.3,3.2,3.1,3.2,3.8,3.3,2.9,3.3,£6.1,0.492,0.492,0.475,0.492,0.492,0.492,0.508,0.508,0.525,0.525,0.525,0.541,0.541
Gray, Andre,WAT,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,1.0,0.8,0.8,0.8,1.3,0.8,0.8,0.8,0.8,0.8,1.0,0.8,0.7,0.8,£5.5,0.127,0.127,0.127,0.127,0.127,0.127,0.145,0.145,0.145,0.145,0.145,0.145,0.145
Success,,WAT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021
Foster, Ben,WAT,3.7,3.7,3.3,3.5,4.4,3.8,4.0,3.8,4.2,3.9,3.1,3.8,3.5,3.7,3.9,3.8,5.0,3.9,5.7,4.1,4.7,4.1,4.0,4.1,3.0,4.0,£4.9,0.755,0.714,0.776,0.776,0.796,0.776,0.755,0.776,0.796,0.837,0.837,0.837,0.816
Dahlberg, Pontus,WAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Doucouré, Abdoulaye,WAT,2.7,2.7,2.4,2.6,2.4,2.5,2.8,2.6,2.7,2.6,3.0,2.7,3.3,2.8,2.5,2.7,3.5,2.8,4.0,2.9,2.5,2.9,2.4,2.8,2.9,2.9,£5.7,0.474,0.456,0.439,0.456,0.456,0.474,0.491,0.474,0.491,0.509,0.509,0.491,0.509
Pereyra, Roberto,WAT,1.4,1.4,1.2,1.3,1.3,1.3,1.5,1.3,1.4,1.4,1.6,1.4,1.8,1.5,1.3,1.4,2.0,1.5,2.2,1.6,1.3,1.5,1.2,1.5,1.6,1.5,£5.6,0.250,0.232,0.232,0.232,0.250,0.250,0.268,0.250,0.268,0.286,0.268,0.268,0.268
Hughes, Will,WAT,1.5,1.5,1.3,1.4,1.4,1.4,1.6,1.4,1.5,1.5,1.7,1.5,1.9,1.6,1.4,1.5,2.1,1.6,2.4,1.7,1.4,1.7,1.3,1.6,1.7,1.6,£5.3,0.283,0.264,0.264,0.264,0.283,0.283,0.302,0.283,0.302,0.321,0.321,0.302,0.302
Cleverley, Tom,WAT,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,£4.8,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104
Sema, Ken,WAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Capoue, Etienne,WAT,1.9,1.9,1.6,1.8,1.7,1.7,1.9,1.8,1.9,1.8,2.1,1.8,2.3,1.9,1.7,1.9,2.5,2.0,2.8,2.0,1.7,2.0,1.6,2.0,2.0,2.0,£4.8,0.396,0.375,0.354,0.375,0.375,0.375,0.396,0.396,0.417,0.417,0.417,0.417,0.417
Chalobah, Nathaniel,WAT,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,£4.4,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114
Quina, Domingos,WAT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
Dawson, Craig,WAT,1.2,1.2,1.0,1.1,1.5,1.2,1.3,1.2,1.4,1.3,1.0,1.2,1.1,1.2,1.3,1.2,1.8,1.3,2.1,1.4,1.6,1.4,1.3,1.4,1.0,1.4,£4.8,0.250,0.229,0.250,0.250,0.271,0.250,0.250,0.250,0.271,0.292,0.292,0.292,0.292
Welbeck, Danny,WAT,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£5.8,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034
Gomes, Heurelho da Silva,WAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Sarr, Ismaïla,WAT,0.0,0.0,1.2,0.6,1.2,0.8,1.4,1.0,1.4,1.0,1.5,1.1,1.7,1.2,1.2,1.2,1.9,1.3,2.1,1.4,1.3,1.4,1.2,1.3,1.5,1.4,£6.2,0.000,0.097,0.129,0.161,0.161,0.177,0.194,0.194,0.210,0.226,0.226,0.210,0.226
Foulquier, Dimitri,WAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Dele-Bashiru, Ayotomiwa,WAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
João Pedro,,WAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Pussetto, Ignacio,WAT,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,£4.9,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
Cresswell, Aaron,WHU,2.5,2.5,2.8,2.6,2.4,2.6,2.1,2.4,2.8,2.5,3.3,2.6,3.2,2.7,3.3,2.8,2.8,2.8,2.7,2.8,3.1,2.8,2.4,2.8,4.5,2.9,£4.7,0.532,0.553,0.553,0.511,0.532,0.553,0.574,0.596,0.596,0.596,0.596,0.596,0.617
Ogbonna, Angelo,WHU,2.4,2.4,2.6,2.5,2.3,2.4,2.0,2.3,2.7,2.4,3.2,2.5,3.0,2.6,3.2,2.7,2.7,2.7,2.6,2.7,3.0,2.7,2.3,2.7,4.3,2.8,£4.5,0.533,0.556,0.533,0.511,0.533,0.556,0.578,0.600,0.600,0.600,0.600,0.600,0.622
Masuaku, Arthur,WHU,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,£4.2,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119,0.119
Zabaleta, Pablo,WHU,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,£4.2,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
Fredericks, Ryan,WHU,2.2,2.2,2.5,2.4,2.1,2.3,1.9,2.2,2.5,2.2,3.0,2.4,2.9,2.4,3.0,2.5,2.5,2.5,2.5,2.5,2.8,2.5,2.1,2.5,4.1,2.6,£4.4,0.500,0.545,0.523,0.500,0.500,0.545,0.545,0.568,0.568,0.568,0.568,0.568,0.591
Diop, Issa,WHU,1.5,1.5,1.7,1.6,1.5,1.6,1.3,1.5,1.7,1.5,2.1,1.6,2.0,1.7,2.1,1.7,1.7,1.7,1.7,1.7,2.0,1.8,1.5,1.7,3.0,1.8,£4.4,0.341,0.364,0.364,0.341,0.341,0.364,0.386,0.386,0.386,0.386,0.409,0.386,0.409
Balbuena, Fabián,WHU,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.7,1.0,0.8,1.0,0.8,1.0,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.7,0.8,1.6,0.9,£4.3,0.163,0.186,0.163,0.163,0.163,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.209
Reid, Winston,WHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Johnson, Ben,WHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£3.9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Arnautovic, Marko,WHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£7.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Chicharito,,WHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£6.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Xande Silva,,WHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,£4.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Fabianski, Lukasz,WHU,4.0,4.0,4.4,4.2,3.9,4.1,3.5,4.0,4.4,4.0,5.1,4.2,5.0,4.3,5.1,4.4,4.4,4.4,4.3,4.4,4.9,4.5,3.8,4.4,6.2,4.5,£4.9,0.816,0.857,0.837,0.816,0.816,0.857,0.878,0.898,0.898,0.898,0.918,0.898,0.918
